API NO.,PlatLink,District,Lease,Well Number,Permitted Operator,County,Status Date,Status Number,Wellbore Profiles,Filing Purpose,Amend,Total Depth,Stacked Lateral Parent Well DP #,Status,PlatFilePath
32946690,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946690&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946690,Links Images GIS Viewer Completion,08,CRESPI E30D (61927),4H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895613,Horizontal,New Drill,N,10605,
32946689,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946689&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946689,Links Images GIS Viewer Completion,08,CRESPI E30E (62059),5H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895612,Horizontal,New Drill,N,10605,
32946688,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946688&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946688,Links Images GIS Viewer Completion,08,CRESPI E30F (61826),6H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/04/2024,895611,Horizontal,New Drill,N,10605,
32946722,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946722&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946722,Links Images GIS Viewer Completion,08,GUNS UP 2S (62083),219H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/09/2024,895696,Horizontal,New Drill,N,10546,
32946723,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946723&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946723,Links Images GIS Viewer Completion,08,GUNS UP 2T (62361),220H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/09/2024,895697,Horizontal,New Drill,N,10546,
32946721,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946721&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946721,Links Images GIS Viewer Completion,08,GUNS UP 2W (62368),223H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/09/2024,895698,Horizontal,New Drill,N,10546,
32946706,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946706&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946706,Links Images GIS Viewer Completion,08,DONOVAN 2F (61953),106H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895722,Horizontal,New Drill,N,10546,
32946707,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946707&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946707,Links Images GIS Viewer Completion,08,DONOVAN 2G (62082),107H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895724,Horizontal,New Drill,N,10546,
32946355,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946355&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946355,Links Images GIS Viewer Completion,08,ONEAL-ANNIE 15M (60601),13H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/09/2024,890753,Horizontal,New Drill,Y,9530,
32946708,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946708&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7OCTAI4SxJqlkoQLFVQpy2h6_f_pfMvAKrnf6cCAAA,32946708,Links Images GIS Viewer Completion,08,DONOVAN 2H (62204),108H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895725,Horizontal,New Drill,N,10546,
32946709,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946709&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946709,Links Images GIS Viewer Completion,08,DONOVAN 2I (62365),109H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895726,Horizontal,New Drill,N,10546,
32946720,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946720&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946720,Links Images GIS Viewer Completion,08,DONOVAN 2J (62056),110H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895727,Horizontal,New Drill,N,10546,
32946710,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946710&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946710,Links Images GIS Viewer Completion,08,DONOVAN 2N (61904),114H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895729,Horizontal,New Drill,N,10546,
32946711,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946711&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946711,Links Images GIS Viewer Completion,08,DONOVAN 2R (62176),118H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895730,Horizontal,New Drill,N,10546,
32946712,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946712&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946712,Links Images GIS Viewer Completion,08,DONOVAN 2U (62367),121H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895731,Horizontal,New Drill,N,10546,
32946719,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946719&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946719,Links Images GIS Viewer Completion,08,DONOVAN 2A (62094),101H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895732,Horizontal,New Drill,N,10546,
32946713,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946713&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946713,Links Images GIS Viewer Completion,08,DONOVAN 2C (61799),103H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895733,Horizontal,New Drill,N,10546,
32946714,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946714&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946714,Links Images GIS Viewer Completion,08,DONOVAN 2D (61764),104H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895734,Horizontal,New Drill,N,10546,
32946715,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946715&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946715,Links Images GIS Viewer Completion,08,DONOVAN 2E (61938),105H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895735,Horizontal,New Drill,N,10546,
32946716,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946716&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016NHrYwT3swZT23EdoDiYHxRaKQLbMSu4D9OO7cgi0Ts-lF7H7aTSMJnHGQCTOOPAbxK7povXjc4d9yw6w8Hd9VNMUREHXRdQfKhTGv21kU5aSBAI24uF-39Ao89ijdc6O5lHjYGN4mjV-nl2L3pOohEHHk-93_k45R6AC1HHGcedftMLuRKgGdhWmDcttgyYUk0I1vCo36yUjeUpxm4cKjtrYMextzD5k9GPnYrWv9KIExukPyyFozaw6M3lhq2T8z2oKl3q2MCmj8VsNv3bGD-1al7NCmQRwliTULFFzLFVQpy2h6_f_pfMvvzChWqcCAAA,32946716,Links Images GIS Viewer Completion,08,DONOVAN 2K (62170),111H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895736,Horizontal,New Drill,N,10546,
32946717,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946717&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946717,Links Images GIS Viewer Completion,08,DONOVAN 2L (61903),112H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895737,Horizontal,New Drill,N,10546,
32946718,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946718&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946718,Links Images GIS Viewer Completion,08,DONOVAN 2M (61981),113H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/05/2023 Approved: 01/10/2024,895738,Horizontal,New Drill,N,10546,
32946724,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946724&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946724,Links Images GIS Viewer Completion,08,WTH 22-15 A (62599),316,ENDEAVOR ENERGY RESOURCES L.P.(251726),MIDLAND,Submitted: 12/06/2023 Approved: 01/10/2024,895756,Horizontal,New Drill,N,13000,
32946733,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946733&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946733,Links Images GIS Viewer Completion,08,BUCHANAN W17A (62155),1H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/08/2023 Approved: 01/25/2024,895838,Horizontal,New Drill,N,10300,
32946734,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946734&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946734,Links Images GIS Viewer Completion,08,BUCHANAN W17B (62168),2H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/08/2023 Approved: 01/25/2024,895839,Horizontal,New Drill,N,10300,
32946735,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946735&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946735,Links Images GIS Viewer Completion,08,BUCHANAN W17C (62144),3H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/08/2023 Approved: 01/25/2024,895840,Horizontal,New Drill,N,10300,
32946736,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946736&rrcActionMan=H4sIAAAAAAAAAM2QS2vDMBCEf016FHoG97AHU9pzH6E5mBwUWzgC2zIruQ_Qj-_aIdA6PZdexO6n0TCaLDgHmQUXIG4Q67JOPgzPNTYVP8DC393RjmOUjK5Zch82sja8bVSptSKBhI18uN-XNKp5bNB3nR_aR4e9T_Fpcvh5dmVNIJGG3qVTaHbhznYdAQPo0oTDLrw4i_WJUAH8KkwVl9sS28hGi7Z_td3klozkqeTtPBg4utYPce_T7ENGP3YhV_tKLzVwQX9YDknrzMyZqQtbJRN_VlO81LOF0bYOv9Xwa2fiUK11c1YwWYLgWUHBswbNs4Eibwldv_8vnX8B5jAuJ6cCAAA,32946736,Links Images GIS Viewer Completion,08,BUCHANAN W17D (62154),4H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 12/08/2023 Approved: 01/25/2024,895841,Horizontal,New Drill,N,10300,
